"intersection_id","tollgate_id","vehicle_id","starting_time","travel_seq","travel_time"
"C","1","1024274","2016-10-22 16:39:10","115#2016-10-22 16:39:10#11.08;102#2016-10-22 16:39:21#12.63;109#2016-10-22 16:39:33#11.77;104#2016-10-22 16:39:45#51.41;112#2016-10-22 16:40:37#40.08;111#2016-10-22 16:41:17#17.16;103#2016-10-22 16:41:34#3.26;116#2016-10-22 16:41:38#16.57;101#2016-10-22 16:41:54#7.43;121#2016-10-22 16:42:02#39.59;106#2016-10-22 16:42:41#0.91;113#2016-10-22 16:42:42#8.78","220.78"
"A","2","1026639","2016-10-22 16:39:24","110#2016-10-22 16:39:24#12.92;123#2016-10-22 16:39:36#7.00;107#2016-10-22 16:39:43#4.03;108#2016-10-22 16:39:47#4.74;120#2016-10-22 16:39:52#0.71;117#2016-10-22 16:39:53#26.97","55.97"
"A","2","1008615","2016-10-22 16:41:16","110#2016-10-22 16:41:16#11.29;123#2016-10-22 16:41:28#6.55;107#2016-10-22 16:41:34#5.21;108#2016-10-22 16:41:40#4.59;120#2016-10-22 16:41:44#0.63;117#2016-10-22 16:41:45#65.04","94.04"
"C","1","1032664","2016-10-22 16:41:26","115#2016-10-22 16:41:26#20.13;102#2016-10-22 16:41:46#24.65;109#2016-10-22 16:42:11#25.40;104#2016-10-22 16:42:36#69.30;112#2016-10-22 16:43:46#45.90;111#2016-10-22 16:44:32#26.21;103#2016-10-22 16:44:58#4.86;116#2016-10-22 16:45:04#37.53;101#2016-10-22 16:45:41#17.52;121#2016-10-22 16:45:59#24.61;106#2016-10-22 16:46:23#3.13;113#2016-10-22 16:46:26#30.03","330.03"
"A","2","1000109","2016-10-22 16:41:37","110#2016-10-22 16:41:37#9.70;123#2016-10-22 16:41:47#5.25;107#2016-10-22 16:41:52#3.03;108#2016-10-22 16:41:55#9.64;120#2016-10-22 16:42:04#1.18;117#2016-10-22 16:42:06#61.07","90.07"
"C","1","1046944","2016-10-22 16:42:08","115#2016-10-22 16:42:08#10.96;102#2016-10-22 16:42:19#11.12;109#2016-10-22 16:42:30#11.52;104#2016-10-22 16:42:42#37.10;101#2016-10-22 16:45:41#8.85;121#2016-10-22 16:45:50#18.18;106#2016-10-22 16:46:08#3.33;113#2016-10-22 16:46:11#40.44","283.44"
"B","3","1042644","2016-10-22 16:42:26","105#2016-10-22 16:42:26#33.00;100#2016-10-22 16:42:59#9.42;111#2016-10-22 16:43:09#51.00;103#2016-10-22 16:44:00#3.04;122#2016-10-22 16:44:05#28.62","127.62"
"B","3","1002366","2016-10-22 16:43:13","105#2016-10-22 16:43:13#22.87;100#2016-10-22 16:43:36#13.97;111#2016-10-22 16:43:50#16.12;103#2016-10-22 16:44:06#3.06;122#2016-10-22 16:44:11#43.23","101.22999999999999"
"A","3","1042037","2016-10-22 16:43:51","110#2016-10-22 16:43:51#10.40;123#2016-10-22 16:44:02#4.81;107#2016-10-22 16:44:07#2.57;108#2016-10-22 16:44:09#2.44;119#2016-10-22 16:44:12#0.55;114#2016-10-22 16:44:12#13.96;118#2016-10-22 16:44:26#17.36;122#2016-10-22 16:44:44#28.86","81.86"
"A","3","1001929","2016-10-22 16:44:12","110#2016-10-22 16:44:12#15.18;123#2016-10-22 16:44:27#8.22;107#2016-10-22 16:44:35#4.73;108#2016-10-22 16:44:40#10.62;119#2016-10-22 16:44:51#1.30;114#2016-10-22 16:44:52#28.58;118#2016-10-22 16:45:21#31.43;122#2016-10-22 16:45:52#36.59","136.59"
"C","1","1035638","2016-10-22 16:44:33","115#2016-10-22 16:44:33#13.39;102#2016-10-22 16:44:46#11.68;109#2016-10-22 16:44:58#10.20;104#2016-10-22 16:45:08#22.04;112#2016-10-22 16:45:30#15.22;111#2016-10-22 16:45:45#9.67;103#2016-10-22 16:45:55#1.84;116#2016-10-22 16:45:57#14.39;101#2016-10-22 16:46:11#6.71;121#2016-10-22 16:46:18#9.43;106#2016-10-22 16:46:28#1.20;113#2016-10-22 16:46:29#32.74","148.74"
"B","1","1046852","2016-10-22 16:46:03","105#2016-10-22 16:46:03#12.11;100#2016-10-22 16:46:15#6.29;111#2016-10-22 16:46:21#10.89;103#2016-10-22 16:46:32#1.97;116#2016-10-22 16:46:35#16.13;101#2016-10-22 16:46:51#8.49;121#2016-10-22 16:46:59#12.83;106#2016-10-22 16:47:12#1.60;113#2016-10-22 16:47:14#22.87","93.87"
"B","3","1000173","2016-10-22 16:46:10","105#2016-10-22 16:46:10#11.08;100#2016-10-22 16:46:21#6.89;111#2016-10-22 16:46:28#48.74;103#2016-10-22 16:47:16#10.10;122#2016-10-22 16:47:33#48.22","131.22"
"B","3","1011092","2016-10-22 16:46:33","105#2016-10-22 16:46:33#10.24;100#2016-10-22 16:46:44#4.14;111#2016-10-22 16:46:48#86.53;103#2016-10-22 16:48:14#2.14;122#2016-10-22 16:48:18#42.09","147.09"
"C","3","1024964","2016-10-22 16:47:04","115#2016-10-22 16:47:04#12.47;102#2016-10-22 16:47:17#9.15;109#2016-10-22 16:47:26#7.84;104#2016-10-22 16:47:34#22.97;112#2016-10-22 16:47:57#14.32;111#2016-10-22 16:48:11#12.28;103#2016-10-22 16:48:23#4.03;122#2016-10-22 16:48:30#35.43","121.43"
"B","1","1044651","2016-10-22 16:47:56","105#2016-10-22 16:47:56#31.11;100#2016-10-22 16:48:28#141.04;111#2016-10-22 16:50:49#45.65;113#2016-10-22 16:52:50#13.49","307.49"
"A","3","1004069","2016-10-22 16:48:38","110#2016-10-22 16:48:38#12.35;123#2016-10-22 16:48:51#4.88;107#2016-10-22 16:48:56#2.82;108#2016-10-22 16:48:58#3.35;119#2016-10-22 16:49:02#0.83;114#2016-10-22 16:49:03#16.56;118#2016-10-22 16:49:19#20.55;122#2016-10-22 16:49:40#35.11","97.11"
"B","3","1000843","2016-10-22 16:48:55","105#2016-10-22 16:48:55#10.96;100#2016-10-22 16:49:06#6.54;111#2016-10-22 16:49:13#31.77;103#2016-10-22 16:49:44#7.73;122#2016-10-22 16:49:57#48.60","110.6"
"A","2","1018205","2016-10-22 16:49:15","110#2016-10-22 16:49:15#10.76;123#2016-10-22 16:49:26#9.76;107#2016-10-22 16:49:36#6.35;108#2016-10-22 16:49:42#6.05;120#2016-10-22 16:49:48#0.94;117#2016-10-22 16:49:49#32.31","66.31"
"B","1","1025557","2016-10-22 16:49:21","105#2016-10-22 16:49:21#9.64;100#2016-10-22 16:49:31#6.77;111#2016-10-22 16:49:38#18.51;103#2016-10-22 16:49:56#2.64;116#2016-10-22 16:50:00#17.13;101#2016-10-22 16:50:17#8.62;121#2016-10-22 16:50:25#11.23;106#2016-10-22 16:50:36#1.34;113#2016-10-22 16:50:38#15.05","92.05"
"A","3","1032105","2016-10-22 16:51:12","110#2016-10-22 16:51:12#16.20;123#2016-10-22 16:51:23#4.94;107#2016-10-22 16:51:28#2.79;108#2016-10-22 16:51:31#3.36;119#2016-10-22 16:51:34#0.87;114#2016-10-22 16:51:35#17.52;118#2016-10-22 16:51:52#33.37;122#2016-10-22 16:52:26#26.67","100.67"
"C","1","1035599","2016-10-22 16:51:26","115#2016-10-22 16:51:26#11.96;102#2016-10-22 16:51:38#12.32;109#2016-10-22 16:51:50#12.67;104#2016-10-22 16:52:03#33.91;112#2016-10-22 16:52:37#58.55;111#2016-10-22 16:53:36#37.58;103#2016-10-22 16:54:13#5.92;116#2016-10-22 16:54:20#15.50;101#2016-10-22 16:54:36#9.13;121#2016-10-22 16:54:45#39.62;106#2016-10-22 16:55:24#1.50;113#2016-10-22 16:55:26#14.36","254.36"
"B","1","1012712","2016-10-22 16:52:24","105#2016-10-22 16:52:24#4.75;100#2016-10-22 16:52:29#5.74;111#2016-10-22 16:52:34#46.90;103#2016-10-22 16:53:21#3.24;116#2016-10-22 16:53:25#19.74;101#2016-10-22 16:53:45#8.87;121#2016-10-22 16:53:54#11.84;106#2016-10-22 16:54:06#1.92;113#2016-10-22 16:54:07#24.05","127.05"
"A","2","1013001","2016-10-22 16:52:33","110#2016-10-22 16:52:33#12.87;123#2016-10-22 16:52:46#6.97;107#2016-10-22 16:52:53#7.26;108#2016-10-22 16:53:00#10.91;120#2016-10-22 16:53:11#1.64;117#2016-10-22 16:53:13#38.47","78.47"
"A","2","1029131","2016-10-22 16:52:35","110#2016-10-22 16:52:35#10.40;123#2016-10-22 16:52:46#7.22;107#2016-10-22 16:52:53#11.19;108#2016-10-22 16:53:04#11.85;120#2016-10-22 16:53:16#1.20;117#2016-10-22 16:53:17#25.20","67.2"
"A","3","1031746","2016-10-22 16:53:33","110#2016-10-22 16:53:33#3.28;123#2016-10-22 16:53:36#1.78;107#2016-10-22 16:53:38#1.02;108#2016-10-22 16:53:39#1.20;119#2016-10-22 16:53:40#0.27;114#2016-10-22 16:53:40#5.96;118#2016-10-22 16:53:46#6.20;122#2016-10-22 16:53:52#5.93","24.93"
"C","1","1011912","2016-10-22 16:54:09","115#2016-10-22 16:54:09#20.09;102#2016-10-22 16:54:29#56.77;109#2016-10-22 16:55:26#12.18;104#2016-10-22 16:55:38#25.04;112#2016-10-22 16:56:03#20.44;111#2016-10-22 16:56:23#11.49;103#2016-10-22 16:56:35#1.85;116#2016-10-22 16:56:37#14.88;101#2016-10-22 16:56:52#9.13;121#2016-10-22 16:57:01#11.85;106#2016-10-22 16:57:13#1.17;113#2016-10-22 16:57:14#11.25","196.25"
"A","2","1003688","2016-10-22 16:54:15","110#2016-10-22 16:54:15#13.42;123#2016-10-22 16:54:29#8.85;107#2016-10-22 16:54:38#1.75;108#2016-10-22 16:54:39#2.06;120#2016-10-22 16:54:41#0.31;117#2016-10-22 16:54:42#13.50","40.5"
"A","2","1000115","2016-10-22 16:54:16","110#2016-10-22 16:54:16#10.90;123#2016-10-22 16:54:27#7.13;107#2016-10-22 16:54:34#4.83;108#2016-10-22 16:54:39#5.38;120#2016-10-22 16:54:44#0.94;117#2016-10-22 16:54:45#26.51","55.510000000000005"
"A","2","1007613","2016-10-22 16:55:09","110#2016-10-22 16:55:09#13.42;123#2016-10-22 16:55:22#6.63;107#2016-10-22 16:55:29#3.82;108#2016-10-22 16:55:33#4.49;120#2016-10-22 16:55:37#0.67;117#2016-10-22 16:55:38#34.28","63.28"
"B","3","1031461","2016-10-22 16:55:12","105#2016-10-22 16:55:12#11.41;100#2016-10-22 16:55:24#5.87;111#2016-10-22 16:55:30#38.42;103#2016-10-22 16:56:08#7.27;122#2016-10-22 16:56:16#69.76","133.76"
"B","3","1016763","2016-10-22 16:55:23","105#2016-10-22 16:55:23#9.00;100#2016-10-22 16:55:32#6.01;111#2016-10-22 16:55:38#42.63;103#2016-10-22 16:56:21#2.06;122#2016-10-22 16:56:24#17.67","78.67"
"A","2","1050356","2016-10-22 16:55:37","110#2016-10-22 16:55:37#3.48;123#2016-10-22 16:55:41#4.31;107#2016-10-22 16:55:45#3.21;108#2016-10-22 16:55:48#4.17;120#2016-10-22 16:55:52#0.74;117#2016-10-22 16:55:53#40.75","56.75"
"B","1","1002549","2016-10-22 16:55:56","105#2016-10-22 16:55:56#15.15;100#2016-10-22 16:56:12#9.08;111#2016-10-22 16:56:21#13.92;103#2016-10-22 16:56:35#3.48;116#2016-10-22 16:56:39#19.66;101#2016-10-22 16:56:58#13.46;121#2016-10-22 16:57:12#15.92;106#2016-10-22 16:57:28#1.47;113#2016-10-22 16:57:29#31.87","124.87"
"B","3","1039363","2016-10-22 16:55:57","105#2016-10-22 16:55:57#15.21;100#2016-10-22 16:56:12#7.41;111#2016-10-22 16:56:20#15.58;103#2016-10-22 16:56:35#4.97;122#2016-10-22 16:56:44#109.49","156.49"
"A","2","1043929","2016-10-22 16:56:58","110#2016-10-22 16:56:58#10.28;123#2016-10-22 16:57:09#6.67;107#2016-10-22 16:57:15#6.78;108#2016-10-22 16:57:22#6.47;120#2016-10-22 16:57:29#1.20;117#2016-10-22 16:57:30#40.87","72.87"
"A","3","1016631","2016-10-22 16:56:58","110#2016-10-22 16:56:58#9.20;123#2016-10-22 16:57:08#6.20;107#2016-10-22 16:57:14#4.31;108#2016-10-22 16:57:18#6.52;119#2016-10-22 16:57:25#1.75;114#2016-10-22 16:57:26#17.31;118#2016-10-22 16:57:44#21.18;122#2016-10-22 16:58:05#23.29","90.28999999999999"
"A","2","1009166","2016-10-22 16:57:01","110#2016-10-22 16:57:01#11.09;123#2016-10-22 16:57:12#7.77;107#2016-10-22 16:57:20#9.05;108#2016-10-22 16:57:29#9.72;120#2016-10-22 16:57:39#1.22;117#2016-10-22 16:57:40#33.85","72.85"
"B","3","1024223","2016-10-22 16:58:02","105#2016-10-22 16:58:02#20.80;100#2016-10-22 16:58:23#4.81;111#2016-10-22 16:58:28#19.95;103#2016-10-22 16:58:48#15.56;122#2016-10-22 16:59:14#66.07","138.07"
"A","2","1023661","2016-10-22 16:58:56","110#2016-10-22 16:58:56#11.60;123#2016-10-22 16:59:08#5.53;107#2016-10-22 16:59:13#4.05;108#2016-10-22 16:59:17#6.58;120#2016-10-22 16:59:24#1.15;117#2016-10-22 16:59:25#20.98","49.980000000000004"
"A","3","1013382","2016-10-22 16:59:01","110#2016-10-22 16:59:01#11.83;123#2016-10-22 16:59:13#7.21;107#2016-10-22 16:59:20#5.26;108#2016-10-22 16:59:26#4.88;119#2016-10-22 16:59:31#1.12;114#2016-10-22 16:59:32#24.19;118#2016-10-22 16:59:56#32.91;122#2016-10-22 17:00:29#31.77","119.77"
"A","2","1008231","2016-10-22 16:59:28","110#2016-10-22 16:59:28#9.92;123#2016-10-22 16:59:38#5.28;107#2016-10-22 16:59:43#5.31;108#2016-10-22 16:59:49#6.05;120#2016-10-22 16:59:55#0.86;117#2016-10-22 16:59:56#22.00","50"
"A","3","1035148","2016-10-22 17:00:07","110#2016-10-22 17:00:07#12.59;123#2016-10-22 17:00:19#6.36;107#2016-10-22 17:00:26#3.67;108#2016-10-22 17:00:29#4.31;119#2016-10-22 17:00:34#0.97;114#2016-10-22 17:00:35#22.50;118#2016-10-22 17:00:57#43.41;122#2016-10-22 17:01:41#78.44","172.44"
"A","3","1024963","2016-10-22 17:00:41","110#2016-10-22 17:00:41#21.94;123#2016-10-22 17:01:03#4.42;107#2016-10-22 17:01:08#2.88;108#2016-10-22 17:01:11#3.39;119#2016-10-22 17:01:14#0.76;114#2016-10-22 17:01:15#14.76;118#2016-10-22 17:01:29#67.91;122#2016-10-22 17:02:37#14.57","130.57"
"B","3","1049027","2016-10-22 17:00:59","105#2016-10-22 17:00:59#9.60;100#2016-10-22 17:01:09#7.47;111#2016-10-22 17:01:16#54.92;103#2016-10-22 17:02:11#1.67;122#2016-10-22 17:02:14#63.24","138.24"
"C","3","1038762","2016-10-22 17:01:26","115#2016-10-22 17:01:26#10.37;102#2016-10-22 17:01:36#11.54;109#2016-10-22 17:01:48#10.22;104#2016-10-22 17:01:58#29.30;112#2016-10-22 17:02:27#22.84;111#2016-10-22 17:02:50#16.34;103#2016-10-22 17:03:06#2.48;122#2016-10-22 17:03:11#85.54","190.54000000000002"
"B","3","1032749","2016-10-22 17:01:39","105#2016-10-22 17:01:39#2.74;100#2016-10-22 17:01:42#2.03;111#2016-10-22 17:01:44#4.25;103#2016-10-22 17:01:48#0.81;122#2016-10-22 17:01:50#6.91","17.91"
"B","3","1004289","2016-10-22 17:01:55","105#2016-10-22 17:01:55#17.19;100#2016-10-22 17:02:12#6.18;111#2016-10-22 17:02:18#11.01;103#2016-10-22 17:02:29#3.09;122#2016-10-22 17:02:34#74.19","113.19"
"A","2","1009792","2016-10-22 17:02:15","110#2016-10-22 17:02:15#10.84;123#2016-10-22 17:02:26#6.42;107#2016-10-22 17:02:32#4.26;108#2016-10-22 17:02:37#5.01;120#2016-10-22 17:02:42#0.75;117#2016-10-22 17:02:42#17.03","44.03"
"A","2","1029366","2016-10-22 17:02:28","110#2016-10-22 17:02:28#12.26;123#2016-10-22 17:02:41#6.94;107#2016-10-22 17:02:47#6.33;108#2016-10-22 17:02:54#7.59;120#2016-10-22 17:03:01#0.57;117#2016-10-22 17:03:02#25.96","59.96"
"A","3","1003106","2016-10-22 17:02:31","110#2016-10-22 17:02:31#14.34;123#2016-10-22 17:02:46#7.76;107#2016-10-22 17:02:53#4.47;108#2016-10-22 17:02:58#4.89;119#2016-10-22 17:03:03#1.02;114#2016-10-22 17:03:04#22.33;118#2016-10-22 17:03:26#31.12;122#2016-10-22 17:03:57#31.52","117.52"
"C","1","1030925","2016-10-22 17:02:39","115#2016-10-22 17:02:39#8.84;102#2016-10-22 17:02:48#9.91;109#2016-10-22 17:02:58#15.08;104#2016-10-22 17:03:13#43.65;112#2016-10-22 17:03:57#28.10;111#2016-10-22 17:04:25#56.66;103#2016-10-22 17:05:22#2.11;116#2016-10-22 17:05:24#15.19;101#2016-10-22 17:05:39#6.63;121#2016-10-22 17:05:46#9.66;106#2016-10-22 17:05:56#23.46;113#2016-10-22 17:06:19#19.94","239.94"
"A","2","1031228","2016-10-22 17:02:39","110#2016-10-22 17:02:39#12.64;123#2016-10-22 17:02:52#7.58;107#2016-10-22 17:02:59#5.42;108#2016-10-22 17:03:05#7.94;120#2016-10-22 17:03:12#1.88;117#2016-10-22 17:03:14#73.00","108"
"B","3","1026710","2016-10-22 17:03:43","105#2016-10-22 17:03:43#8.06;100#2016-10-22 17:03:51#5.35;111#2016-10-22 17:03:56#14.51;103#2016-10-22 17:04:11#2.64;122#2016-10-22 17:04:15#46.62","78.62"
"A","2","1006845","2016-10-22 17:04:53","110#2016-10-22 17:04:53#7.46;123#2016-10-22 17:05:01#6.92;107#2016-10-22 17:05:07#9.38;108#2016-10-22 17:05:17#12.55;120#2016-10-22 17:05:29#1.88;117#2016-10-22 17:05:31#42.67","80.67"
"C","1","1033527","2016-10-22 17:05:40","115#2016-10-22 17:05:40#10.03;102#2016-10-22 17:05:50#29.68;109#2016-10-22 17:06:20#14.35;104#2016-10-22 17:06:34#33.91;112#2016-10-22 17:07:08#69.85;111#2016-10-22 17:08:18#9.54;103#2016-10-22 17:08:28#1.54;116#2016-10-22 17:08:29#14.12;101#2016-10-22 17:08:43#16.23;121#2016-10-22 17:09:00#21.21;106#2016-10-22 17:09:21#1.25;113#2016-10-22 17:09:22#12.05","234.05"
"A","3","1038820","2016-10-22 17:07:30","110#2016-10-22 17:07:30#8.97;123#2016-10-22 17:07:39#5.40;107#2016-10-22 17:07:44#3.95;108#2016-10-22 17:07:48#6.72;119#2016-10-22 17:07:55#1.41;114#2016-10-22 17:07:56#21.94;118#2016-10-22 17:08:18#26.63;122#2016-10-22 17:08:45#34.59","109.59"
"A","2","1015970","2016-10-22 17:07:36","110#2016-10-22 17:07:36#13.59;123#2016-10-22 17:07:49#11.73;107#2016-10-22 17:08:01#6.76;108#2016-10-22 17:08:08#7.95;120#2016-10-22 17:08:16#1.19;117#2016-10-22 17:08:17#27.03","68.03"
"A","3","1015439","2016-10-22 17:07:40","110#2016-10-22 17:07:40#8.50;123#2016-10-22 17:07:49#4.46;107#2016-10-22 17:07:53#2.79;108#2016-10-22 17:07:56#3.16;119#2016-10-22 17:07:59#0.70;114#2016-10-22 17:08:00#15.27;118#2016-10-22 17:08:15#25.53;122#2016-10-22 17:08:40#24.39","84.39"
"A","3","1026889","2016-10-22 17:08:05","110#2016-10-22 17:08:05#8.16;123#2016-10-22 17:08:13#6.24;107#2016-10-22 17:08:20#3.78;108#2016-10-22 17:08:24#4.16;119#2016-10-22 17:08:28#0.92;114#2016-10-22 17:08:29#13.92;118#2016-10-22 17:08:43#30.44;122#2016-10-22 17:09:13#20.76","88.76"
"A","2","1023706","2016-10-22 17:08:52","110#2016-10-22 17:08:52#10.85;123#2016-10-22 17:09:03#5.87;107#2016-10-22 17:09:09#3.38;108#2016-10-22 17:09:12#3.98;120#2016-10-22 17:09:16#0.60;117#2016-10-22 17:09:17#13.54","38.54"
"A","3","1023009","2016-10-22 17:09:09","110#2016-10-22 17:09:09#3.84;123#2016-10-22 17:09:13#2.08;107#2016-10-22 17:09:15#1.20;108#2016-10-22 17:09:16#1.41;119#2016-10-22 17:09:17#0.32;114#2016-10-22 17:09:18#6.97;118#2016-10-22 17:09:25#7.26;122#2016-10-22 17:09:32#6.94","29.94"
"A","3","1004873","2016-10-22 17:10:34","110#2016-10-22 17:10:34#14.68;123#2016-10-22 17:10:49#7.95;107#2016-10-22 17:10:57#4.58;108#2016-10-22 17:11:02#5.54;119#2016-10-22 17:11:07#1.34;114#2016-10-22 17:11:08#29.48;118#2016-10-22 17:11:38#31.46;122#2016-10-22 17:12:09#36.77","131.77"
"A","2","1005493","2016-10-22 17:10:37","110#2016-10-22 17:10:37#100.06;123#2016-10-22 17:12:17#4.67;107#2016-10-22 17:12:22#4.87;108#2016-10-22 17:12:27#5.54;120#2016-10-22 17:12:32#0.62;117#2016-10-22 17:12:33#16.16","132.16"
"A","3","1003810","2016-10-22 17:11:14","110#2016-10-22 17:11:14#7.27;123#2016-10-22 17:11:21#3.93;107#2016-10-22 17:11:25#2.27;108#2016-10-22 17:11:27#2.67;119#2016-10-22 17:11:30#0.60;114#2016-10-22 17:11:30#23.92;118#2016-10-22 17:11:54#57.77;122#2016-10-22 17:12:52#14.96","112.96000000000001"
"C","1","1035109","2016-10-22 17:11:56","115#2016-10-22 17:11:56#8.17;102#2016-10-22 17:12:04#9.63;109#2016-10-22 17:12:14#8.62;104#2016-10-22 17:12:23#45.29;112#2016-10-22 17:13:08#75.85;111#2016-10-22 17:14:24#10.41;103#2016-10-22 17:14:34#3.15;116#2016-10-22 17:14:38#18.95;101#2016-10-22 17:14:57#21.56;121#2016-10-22 17:15:18#17.01;106#2016-10-22 17:15:35#2.08;113#2016-10-22 17:15:38#18.41","240.41"
"C","1","1032844","2016-10-22 17:12:09","115#2016-10-22 17:12:09#18.41;102#2016-10-22 17:12:27#20.53;109#2016-10-22 17:12:48#19.96;104#2016-10-22 17:13:08#68.69;112#2016-10-22 17:14:16#47.95;111#2016-10-22 17:15:04#32.12;103#2016-10-22 17:15:37#3.83;116#2016-10-22 17:15:41#29.96;101#2016-10-22 17:16:11#13.98;121#2016-10-22 17:16:25#73.85;106#2016-10-22 17:17:39#0.83;113#2016-10-22 17:17:40#7.93","338.93"
"C","1","1043701","2016-10-22 17:12:20","115#2016-10-22 17:12:20#10.72;102#2016-10-22 17:12:31#10.55;109#2016-10-22 17:12:42#10.38;104#2016-10-22 17:12:52#93.89;112#2016-10-22 17:14:26#21.52;111#2016-10-22 17:14:48#48.33;103#2016-10-22 17:15:36#3.05;116#2016-10-22 17:15:39#20.48;101#2016-10-22 17:16:00#22.98;121#2016-10-22 17:16:23#42.40;106#2016-10-22 17:17:05#1.78;113#2016-10-22 17:17:07#17.05","304.05"
"A","2","1004448","2016-10-22 17:12:38","110#2016-10-22 17:12:38#10.30;123#2016-10-22 17:12:49#6.51;107#2016-10-22 17:12:55#6.20;108#2016-10-22 17:13:01#5.33;120#2016-10-22 17:13:07#0.70;117#2016-10-22 17:13:07#32.03","61.03"
"B","1","1001352","2016-10-22 17:12:47","105#2016-10-22 17:12:47#9.29;100#2016-10-22 17:12:57#5.33;111#2016-10-22 17:13:02#26.20;103#2016-10-22 17:13:28#4.26;116#2016-10-22 17:13:33#12.59;101#2016-10-22 17:13:45#10.36;121#2016-10-22 17:13:56#13.61;106#2016-10-22 17:14:09#1.42;113#2016-10-22 17:14:11#29.88","113.88"
"B","1","1032978","2016-10-22 17:13:13","105#2016-10-22 17:13:13#11.23;100#2016-10-22 17:13:24#8.43;111#2016-10-22 17:13:33#15.87;103#2016-10-22 17:13:48#2.23;116#2016-10-22 17:13:51#16.14;101#2016-10-22 17:14:07#11.79;121#2016-10-22 17:14:19#7.59;106#2016-10-22 17:14:27#0.97;113#2016-10-22 17:14:28#9.27","84.27"
"B","3","1035557","2016-10-22 17:13:24","105#2016-10-22 17:13:24#10.12;100#2016-10-22 17:13:35#6.51;111#2016-10-22 17:13:41#35.39;103#2016-10-22 17:14:16#2.98;122#2016-10-22 17:14:21#34.32","91.32"
"A","3","1043630","2016-10-22 17:14:10","110#2016-10-22 17:14:10#17.75;123#2016-10-22 17:14:28#6.50;107#2016-10-22 17:14:34#3.54;108#2016-10-22 17:14:38#5.06;119#2016-10-22 17:14:43#1.17;114#2016-10-22 17:14:44#23.72;118#2016-10-22 17:15:08#31.71;122#2016-10-22 17:15:40#27.28","117.28"
"C","1","1005187","2016-10-22 17:15:07","115#2016-10-22 17:15:07#11.40;102#2016-10-22 17:15:18#13.68;109#2016-10-22 17:15:32#16.01;104#2016-10-22 17:15:48#79.93;112#2016-10-22 17:17:08#44.88;111#2016-10-22 17:17:53#22.78;103#2016-10-22 17:18:15#3.98;116#2016-10-22 17:18:20#44.87;101#2016-10-22 17:19:05#22.80;121#2016-10-22 17:19:28#100.04;106#2016-10-22 17:21:08#2.28;113#2016-10-22 17:21:10#21.93","384.93"
"A","3","1013002","2016-10-22 17:15:19","110#2016-10-22 17:15:19#11.18;123#2016-10-22 17:15:30#5.22;107#2016-10-22 17:15:35#3.25;108#2016-10-22 17:15:39#3.91;119#2016-10-22 17:15:43#0.74;114#2016-10-22 17:15:43#14.39;118#2016-10-22 17:15:58#17.46;122#2016-10-22 17:16:15#19.70","75.7"
"C","3","1025652","2016-10-22 17:15:23","115#2016-10-22 17:15:23#14.58;102#2016-10-22 17:15:37#13.22;109#2016-10-22 17:15:51#13.63;104#2016-10-22 17:16:04#75.28;112#2016-10-22 17:17:20#41.20;111#2016-10-22 17:18:01#18.23;103#2016-10-22 17:18:19#3.46;122#2016-10-22 17:18:25#26.68","208.68"
"B","1","1023543","2016-10-22 17:16:46","105#2016-10-22 17:16:46#15.77;100#2016-10-22 17:17:01#11.63;111#2016-10-22 17:17:13#31.73;103#2016-10-22 17:17:45#5.66;116#2016-10-22 17:17:52#37.06;101#2016-10-22 17:18:29#33.94;121#2016-10-22 17:19:03#28.00;106#2016-10-22 17:19:31#3.75;113#2016-10-22 17:19:34#114.24","282.24"
"A","2","1043932","2016-10-22 17:17:37","110#2016-10-22 17:17:37#9.29;123#2016-10-22 17:17:47#6.10;107#2016-10-22 17:17:53#7.48;108#2016-10-22 17:18:00#7.59;120#2016-10-22 17:18:08#0.83;117#2016-10-22 17:18:09#17.47","49.47"
"C","1","1042702","2016-10-22 17:18:18","115#2016-10-22 17:18:18#9.47;102#2016-10-22 17:18:28#9.16;109#2016-10-22 17:18:37#8.84;104#2016-10-22 17:18:46#22.17;112#2016-10-22 17:19:08#77.35;111#2016-10-22 17:20:25#94.20;103#2016-10-22 17:21:59#7.37;116#2016-10-22 17:22:08#30.11;101#2016-10-22 17:22:38#19.22;121#2016-10-22 17:22:57#18.07;106#2016-10-22 17:23:15#259.12;113#2016-10-22 17:27:34#20.04","576.04"
"A","3","1017070","2016-10-22 17:19:50","110#2016-10-22 17:19:50#21.29;123#2016-10-22 17:20:11#11.52;107#2016-10-22 17:20:22#6.64;108#2016-10-22 17:20:29#7.81;119#2016-10-22 17:20:37#1.76;114#2016-10-22 17:20:39#38.67;118#2016-10-22 17:21:17#38.40;122#2016-10-22 17:21:56#28.84","154.84"
"A","2","1011321","2016-10-22 17:20:28","110#2016-10-22 17:20:28#11.91;123#2016-10-22 17:20:40#8.80;107#2016-10-22 17:20:48#7.03;108#2016-10-22 17:20:55#8.00;120#2016-10-22 17:21:03#1.00;117#2016-10-22 17:21:04#75.46","111.46"
"A","2","1049189","2016-10-22 17:20:29","110#2016-10-22 17:20:29#13.03;123#2016-10-22 17:20:42#7.23;107#2016-10-22 17:20:49#5.12;108#2016-10-22 17:20:54#7.01;120#2016-10-22 17:21:01#0.86;117#2016-10-22 17:21:02#76.94","109.94"
